name,cpf,birthDate,motherName,cnpj,genre,createdAt
João Pedro Moreira,573.918.426-64,2006-04-24T08:55:59.027927,Júlia Martins,,Desconhecido,2024-01-25T22:24:24.699954
Luiz Gustavo da Luz,357.198.640-75,1967-03-09T07:10:15.847149,Gabriela das Neves,,Masculino,2023-12-11T03:15:47.797839
João Guilherme Aparecida,084.697.325-10,1973-06-09T05:45:41.946210,Manuela Farias,,Masculino,2025-09-09T09:50:44.365521
Emanuel Santos,410.938.576-84,2003-02-24T12:58:51.813252,Larissa Freitas,,Masculino,2025-07-13T11:59:13.171225
Liam Duarte,203.198.654-60,1953-12-17T16:50:53.563020,Maria Clara Silva,,Masculino,2024-04-09T16:30:41.056490
Pedro Miguel da Cruz,317.960.248-13,1997-04-07T05:17:01.023918,Helena da Mota,,Desconhecido,2024-07-25T11:47:30.882264
Léo Rezende,560.149.872-58,1964-06-04T22:00:22.085222,Aylla Sousa,,Masculino,2024-11-03T18:40:16.533591
Ana Vitória Cardoso,275.908.463-92,1988-01-05T19:01:34.429867,Lunna Nascimento,,Desconhecido,2024-10-10T09:18:16.379544
Carlos Eduardo da Cruz,847.203.915-32,1962-10-18T15:17:08.773594,Stephany Lima,,Desconhecido,2025-06-23T08:49:21.178331
Vitória Barbosa,079.368.214-22,1966-09-15T23:34:40.736823,Maria Peixoto,,Desconhecido,2024-01-02T03:03:44.207556
Ravi Guerra,123.690.758-21,1966-12-19T15:16:53.360238,Gabriela Vargas,,Masculino,2025-08-01T23:41:38.226299
Ravi Lucca Sampaio,247.651.083-17,1952-01-25T02:44:53.385385,Ana Luiza Fogaça,,Desconhecido,2025-04-25T09:59:04.970276
Rafaela Camargo,845.612.790-67,1958-01-26T20:51:56.369392,Ana Liz Castro,,Desconhecido,2023-12-02T09:07:31.443907
Maria Eduarda Brito,359.418.270-32,1979-06-18T22:30:50.745860,Maria Fernanda Santos,,Desconhecido,2025-02-05T14:23:07.288804
João Vitor Leão,034.879.216-69,2000-06-09T09:03:31.383323,Laís Ferreira,,Masculino,2024-08-06T14:15:04.852961
Henry Gabriel Moraes,815.920.764-67,2003-02-12T14:27:56.273902,Maria Luísa Machado,,Masculino,2023-11-08T09:23:06.314730
Julia Novaes,247.638.150-08,2002-05-25T22:53:24.801227,Hellena Albuquerque,,Feminino,2024-03-22T23:28:15.538196
Yan Alves,129.548.703-97,1966-04-08T19:53:35.548924,Gabriela Cunha,,Masculino,2024-07-04T04:10:21.358809
Giovanna Nogueira,410.369.872-13,1973-09-29T20:50:58.192754,Fernanda Lima,,Desconhecido,2024-02-07T14:17:28.704168
Breno Aragão,426.381.790-78,1987-12-11T21:33:12.554633,Ana Liz Mendes,,Masculino,2025-07-01T01:02:40.682547
Maria Silva,218.043.597-50,1980-09-05T04:14:36.254462,Maria Liz Monteiro,,Feminino,2024-03-02T02:36:56.839306
Danilo Vasconcelos,652.073.418-71,1977-01-12T03:53:29.402256,Ana Beatriz Montenegro,,Masculino,2025-08-14T21:51:06.423932
Milena da Cruz,192.684.037-22,1985-12-13T23:12:28.328434,Helena Carvalho,,Feminino,2024-03-16T08:52:12.003801
Ravy da Cunha,179.562.384-55,1975-10-07T22:02:09.616625,Agatha Melo,,Desconhecido,2025-03-29T03:46:11.574307
Gabriela Jesus,702.643.915-43,1962-11-12T15:35:32.935585,Sophie Lopes,,Feminino,2025-09-02T12:50:04.485977
Julia Cardoso,628.714.590-02,1968-12-28T06:02:07.027516,Mariane Lima,,Feminino,2024-09-30T20:35:15.401149
Benicio Albuquerque,798.410.235-04,1976-06-11T15:53:37.985679,Eduarda Machado,,Desconhecido,2024-02-25T21:55:37.767854
Ravy Aragão,213.086.974-22,1986-12-04T04:19:38.503749,Maria Julia Montenegro,,Masculino,2025-08-02T08:29:00.336036
Pedro Lucas da Luz,571.360.984-75,1954-02-18T14:35:35.948397,Maysa Nogueira,,Masculino,2025-08-17T22:56:22.152002
Luiz Miguel Sales,315.260.479-34,1980-09-26T17:50:31.132028,Elisa Azevedo,,Masculino,2025-04-20T17:53:40.111148
Anna Liz Leão,235.614.079-43,1989-11-25T13:06:12.084248,Ester Sousa,,Feminino,2024-06-09T15:47:53.790586
Evelyn Marques,971.604.258-20,1973-05-18T00:13:40.358587,Julia Pacheco,,Feminino,2024-05-05T11:28:38.242541
Antonella Vieira,031.865.729-59,1980-05-26T21:23:21.872002,Marcela Viana,,Desconhecido,2024-01-24T13:53:17.592779
Aurora Sá,671.480.293-50,1992-01-12T22:23:14.563135,Alice Cavalcante,,Feminino,2024-12-29T20:17:26.365120
Maria Julia Machado,807.132.965-77,1965-04-06T11:36:07.622380,Ayla Cassiano,,Feminino,2024-12-30T21:49:53.308576
Lucca Correia,629.418.305-70,1995-05-28T06:37:32.200587,Lara Pacheco,,Desconhecido,2025-03-18T00:43:07.992300
Benicio Rodrigues,492.017.635-06,1980-10-03T23:54:50.501985,Maria Cecília Montenegro,,Masculino,2024-01-12T15:09:44.214638
Cecilia Peixoto,768.435.102-80,1968-05-20T02:38:16.561800,Maria Isis Lopes,,Desconhecido,2024-12-13T19:24:31.079771
Zoe Caldeira,157.983.024-23,1990-01-28T15:30:43.119685,Ana Luiza Novais,,Feminino,2025-08-28T19:56:57.737116
Dante Silva,309.824.675-83,1949-02-03T07:40:59.962772,Allana da Cruz,,Masculino,2025-07-12T19:57:59.817200
Raul Rodrigues,073.981.542-32,1976-06-16T00:08:53.821636,Maria Laura Moreira,,Desconhecido,2023-12-08T12:28:00.135112
Milena Andrade,865.042.193-89,1984-06-14T00:15:45.366898,Ana Liz Pires,,Feminino,2024-04-01T16:13:05.206275
Bryan da Paz,697.841.503-01,1955-07-27T16:51:56.458547,Ana Júlia Marques,,Masculino,2024-06-30T08:30:28.038884
Bento Garcia,240.531.789-32,2000-01-03T08:42:04.832777,Camila Costa,,Masculino,2025-03-23T23:03:00.484110
Rafael Viana,907.485.263-74,1952-09-01T09:11:13.759447,Luna Ferreira,,Desconhecido,2024-04-20T20:32:03.485646
Stella da Cunha,169.748.235-09,2005-06-08T06:39:57.148864,Alexia Porto,,Feminino,2023-12-13T02:18:58.295637
Pedro Henrique Barros,307.846.251-07,1984-01-13T04:16:19.690019,Lavínia Silveira,,Desconhecido,2025-01-21T03:22:48.430185
Samuel Montenegro,021.649.375-70,1949-12-20T11:34:37.220750,Eloah Santos,,Desconhecido,2023-11-15T09:44:56.741864
Matheus Ferreira,749.815.362-91,1960-01-11T17:34:37.197420,Eduarda Freitas,,Masculino,2025-05-04T00:33:05.782336
Isabel Farias,043.671.985-10,1985-08-30T10:10:09.248049,Isis da Paz,,Feminino,2024-10-03T20:46:29.605906
Maysa Vargas,358.062.471-71,1957-05-23T01:29:30.381053,Cecília Siqueira,,Desconhecido,2024-03-29T06:32:48.214706
Benjamim Gomes,029.634.758-29,1962-12-27T20:14:34.757263,Manuela Jesus,,Masculino,2024-09-11T18:27:04.292278
Eduarda Porto,572.831.469-46,1960-10-02T22:38:19.785265,Isabela Montenegro,,Feminino,2024-08-13T20:18:50.731798
Raquel Mendonça,038.597.164-84,1947-09-25T12:20:57.991236,Letícia Barbosa,,Feminino,2025-01-11T03:01:08.621448
Alice Leão,706.158.394-01,1983-05-27T20:29:12.959447,Giovanna Ferreira,,Feminino,2025-10-05T07:15:00.557409
Enzo Montenegro,387.062.514-71,1961-03-17T02:15:35.244394,Júlia Vargas,,Desconhecido,2024-06-29T05:40:32.866262
Danilo Marques,157.329.680-59,1959-01-11T02:12:58.858498,Júlia Novais,,Masculino,2024-08-03T06:00:57.484766
Laís Marques,056.729.413-70,2004-06-18T20:35:28.610126,Bella das Neves,,Feminino,2024-08-04T10:13:54.265550
Ana Lívia Moreira,790.236.514-99,1964-04-06T16:39:30.883494,Maria Liz Abreu,,Feminino,2024-12-03T14:56:41.055364
Gael Henrique Castro,781.605.342-80,1959-03-17T02:06:02.207239,Bárbara Pacheco,,Masculino,2024-01-27T19:13:09.734855
Mirella Rios,754.921.306-25,2003-12-28T00:34:54.846260,Ana Carolina Teixeira,,Feminino,2024-12-03T08:35:47.659109
Amanda Vieira,739.042.816-31,2003-07-28T12:01:50.247834,Bruna Pinto,,Feminino,2025-05-10T05:50:36.842149
Sofia Garcia,653.021.479-80,1954-08-12T13:28:02.519565,Mariah da Mata,,Desconhecido,2024-08-17T08:45:52.975826
Heloisa Correia,149.835.620-60,1951-12-07T20:52:00.800897,Isis Borges,,Feminino,2024-12-03T04:38:32.351341
Leandro Mendes,178.295.430-97,1977-11-29T22:02:20.869607,Maria Luiza Albuquerque,,Masculino,2024-08-14T17:55:35.389392
Ana Julia Fogaça,687.501.234-08,1995-03-03T05:48:20.010774,Isis Machado,,Desconhecido,2024-08-08T07:11:16.845639
Maria Liz Dias,319.720.684-31,1970-10-05T23:23:01.104618,Luana Sá,,Desconhecido,2025-09-22T05:32:27.487818
Melissa Siqueira,105.264.983-15,1964-01-13T20:20:32.209235,Antonella da Rosa,,Feminino,2025-10-21T09:35:35.085979
Valentim Sampaio,926.574.380-83,1996-02-10T19:20:38.268692,Daniela Souza,,Masculino,2025-06-06T23:17:01.421647
Ana Clara da Mata,371.528.946-55,2000-07-22T12:52:58.569067,Aurora Gonçalves,,Feminino,2025-03-26T14:39:09.190024
Diego Pastor,741.890.635-84,1947-09-25T03:23:08.216609,Eduarda Ramos,,Masculino,2024-08-13T17:14:47.618890
Jade Fogaça,568.247.901-76,1981-04-09T16:54:01.754121,Liz Borges,,Desconhecido,2025-06-23T04:20:14.095026
Ryan Fonseca,637.210.459-80,1965-11-17T20:45:41.237662,Ana Carolina Fernandes,,Desconhecido,2024-03-22T21:13:44.648451
Maria Helena Siqueira,794.125.083-79,1975-02-14T23:42:45.895316,Maria Flor Martins,,Desconhecido,2024-11-25T04:06:37.594162
José Pedro Farias,218.905.634-98,1999-03-22T01:29:25.820033,Bruna da Rosa,,Masculino,2025-09-16T00:58:29.704379
Bryan Almeida,975.238.016-68,1950-03-10T14:40:33.727638,Aurora Rocha,,Masculino,2024-10-15T03:40:33.247754
Nicolas Souza,582.910.436-98,1998-10-04T17:33:17.578231,Emanuelly Cirino,,Desconhecido,2025-01-03T05:58:58.411356
Antonella Azevedo,346.902.581-98,1962-04-15T08:34:11.088542,Brenda Aragão,,Feminino,2025-10-09T10:03:37.945191
Ana Vitória Gonçalves,298.546.371-82,1979-11-20T07:18:12.133879,Yasmin Mendonça,,Feminino,2024-07-25T14:15:27.438687
Paulo Farias,813.209.647-96,1974-12-30T22:31:50.806460,Esther Nunes,,Desconhecido,2025-09-14T00:01:18.250732
Ana Júlia Marques,701.296.845-11,1988-04-03T03:34:34.696728,Maria Alice Aragão,,Feminino,2024-05-09T22:16:42.974792
Mariana Gomes,827.459.036-83,1967-04-27T18:17:34.470023,Sabrina Cunha,,Feminino,2025-09-01T00:05:39.202385
Maria Alice Guerra,401.578.962-85,1971-02-24T22:11:19.841479,Jade da Costa,,Feminino,2025-04-29T21:59:57.996355
Sophie Viana,843.691.507-01,1955-04-20T14:10:18.458761,Mariane Barbosa,,Feminino,2024-03-12T11:26:58.659958
Pedro Duarte,941.605.378-39,2006-06-14T17:10:08.824025,Isadora da Rosa,,Masculino,2024-10-16T20:19:36.839764
Liz Ramos,183.072.564-53,1965-12-03T10:00:21.351904,Beatriz Ferreira,,Desconhecido,2025-04-30T10:32:24.667486
Isadora Marques,103.648.597-84,1947-05-07T02:18:33.187497,Ana Liz Rezende,,Desconhecido,2025-09-07T06:10:39.859401
Maria Júlia Barros,481.205.639-05,1982-02-08T21:11:35.713358,Ágatha da Conceição,,Feminino,2024-11-26T03:14:56.173318
Amanda Vargas,713.905.468-10,1995-05-20T04:26:54.667304,Sophie Peixoto,,Feminino,2025-10-06T14:24:03.653137
Kamilly da Luz,056.734.218-26,1963-07-10T19:32:58.576926,Maria Júlia Rios,,Desconhecido,2025-04-28T05:59:44.707962
Nicolas Fogaça,179.428.650-02,2004-09-21T13:13:03.202886,Ana Sophia Souza,,Masculino,2025-07-12T08:14:22.210998
José Pedro da Cruz,042.796.538-10,1956-01-19T20:22:02.597146,Caroline Costa,,Masculino,2024-10-21T14:41:07.050243
Vitor Hugo Costa,357.196.482-91,1970-03-06T00:00:18.944507,Eloah Farias,,Masculino,2025-01-02T23:51:58.349283
Heloísa Porto,531.420.689-70,1980-09-12T21:56:24.506261,Maria Cavalcanti,,Feminino,2024-12-19T23:15:39.477403
Pedro Miguel Andrade,738.659.012-12,1993-12-25T05:24:04.811520,Ana Liz Silva,,Masculino,2024-06-21T01:23:43.605392
Bruna da Luz,681.927.504-85,1972-11-26T02:45:18.505925,Zoe Cavalcanti,,Feminino,2025-07-17T16:36:37.584922
Enzo Siqueira,817.065.392-40,1966-04-30T07:31:54.489062,Stella Castro,,Desconhecido,2025-07-30T19:08:21.577051
Luan da Rocha,481.265.397-55,1959-08-20T14:46:28.392212,Maria Vitória Azevedo,,Desconhecido,2025-08-20T10:46:20.969290
Alexia da Cruz,867.925.041-49,1979-08-07T10:46:41.958714,Isabella Moura,,Feminino,2024-04-15T22:51:31.635329
Leandro Caldeira,281.439.705-23,1952-11-30T21:40:50.160688,Maria Luísa Teixeira,,Masculino,2025-09-24T04:20:01.271129
Machado Nogueira Ltda.,,,,08.135.947/0001-11,,2024-12-02T04:02:34.042317
Sara Martins,984.236.751-73,1976-12-28T07:04:43.565245,Marcela Caldeira,,Feminino,2024-02-19T23:39:23.207150
Mirella Ramos,427.038.569-38,2000-12-03T02:30:03.663849,Ana Beatriz da Costa,,Desconhecido,2023-11-06T19:17:39.094739
Luna Aparecida,356.208.149-98,1966-01-26T06:01:05.524264,Yasmin Alves,,Feminino,2025-01-15T05:35:50.376227
João da Rosa,459.632.087-00,1973-05-15T14:43:18.555693,Ana Lívia Cunha,,Desconhecido,2024-11-22T04:07:45.548916
Gustavo Henrique Santos,420.689.731-03,1975-06-26T01:44:53.001344,Elisa Novaes,,Masculino,2024-02-02T12:34:35.112644
Luiz Felipe Gonçalves,876.405.923-56,1959-06-17T20:13:26.849289,Ana Júlia Costa,,Masculino,2025-07-19T14:15:04.679573
Noah Marques,376.801.952-77,1973-06-25T09:12:57.459440,Alice Novais,,Masculino,2025-01-03T20:32:14.030793
Maria Isis Rodrigues,250.184.397-50,1948-06-25T22:58:33.897920,Sofia Araújo,,Desconhecido,2024-03-05T05:52:18.354595
Isabelly Duarte,204.893.175-88,1983-01-18T00:43:28.319992,Bárbara Fonseca,,Desconhecido,2025-09-20T05:20:30.362975
Zoe Aragão,809.562.731-30,1985-03-06T07:28:50.668689,Ágatha Andrade,,Feminino,2023-11-07T23:08:52.381291
Heloisa Freitas,167.504.923-80,2007-07-17T08:54:11.899011,Júlia Marques,,Desconhecido,2024-03-04T08:24:15.312991
Ana Lívia Ferreira,562.037.841-17,1948-09-12T03:28:33.543407,Lorena Rocha,,Feminino,2025-03-08T09:58:18.964735
Ana Clara Monteiro,841.690.572-01,2002-08-20T18:36:30.485989,Clara Jesus,,Feminino,2025-09-17T01:46:22.023190
Breno Gonçalves,132.065.874-17,1983-04-18T01:13:33.447593,Maya Cunha,,Masculino,2025-02-03T10:56:20.686584
Sophia Camargo,412.576.039-06,2000-12-04T20:48:23.389725,Natália Lima,,Feminino,2025-04-16T22:17:45.374391
Clarice Pinto,865.704.192-85,1977-02-08T06:37:58.488240,Emilly Casa Grande,,Desconhecido,2024-12-29T20:11:07.108922
Clara Campos,791.503.826-59,1983-07-17T09:45:58.082064,Bella Leão,,Feminino,2023-12-08T09:45:52.169911
Valentim Pereira,302.894.671-87,1957-03-08T23:02:32.583719,Maysa das Neves,,Desconhecido,2025-10-14T22:40:35.345194
Eduardo Pinto,651.239.807-68,1966-09-10T13:33:05.478529,Kamilly Pimenta,,Masculino,2025-07-29T10:59:52.969289
Nina Oliveira,741.928.635-37,1976-04-24T12:15:26.311964,Heloísa Carvalho,,Desconhecido,2023-11-24T11:19:52.325210
Olívia Dias,923.610.748-69,1973-01-21T04:45:05.544798,Sophie Garcia,,Feminino,2024-12-11T09:58:08.070904
Otto Mendes,578.420.316-90,1981-08-26T19:00:37.943213,Ágatha Peixoto,,Masculino,2024-08-05T10:12:28.031375
Lara Novais,691.327.084-40,1953-04-19T12:53:36.614874,Maria Alice Câmara,,Feminino,2025-03-03T14:12:23.757132
Juan Moraes,320.548.976-47,1969-11-14T21:11:34.301290,Emanuelly Lima,,Masculino,2024-03-30T14:25:27.778921
João Gabriel Aparecida,497.310.256-34,1981-11-20T09:56:41.268291,Maria Eduarda Melo,,Masculino,2025-08-31T21:35:57.492262
Vitória Peixoto,854.163.279-28,1946-06-28T06:01:32.298470,Maria Clara Rios,,Feminino,2025-03-22T21:37:41.878971
Maria Laura Pinto,716.845.290-85,1956-04-17T11:51:22.857957,Sarah Moraes,,Desconhecido,2025-07-23T21:22:44.429738
Luiz Henrique Andrade,401.832.659-98,1971-12-21T21:57:51.704089,Giovanna Costa,,Masculino,2025-01-15T20:42:55.731224
Liam Fernandes,275.489.160-94,1953-06-08T20:23:48.655322,Ana Laura da Cunha,,Desconhecido,2024-11-13T09:24:44.623825
Felipe Porto,530.198.467-57,1975-08-24T01:00:08.238222,Lara Cardoso,,Masculino,2024-04-03T23:26:39.898381
Luiza Camargo,245.180.973-60,1996-02-10T12:08:37.334778,Kamilly Ramos,,Feminino,2024-01-14T00:50:53.334734
Lavínia Novais,856.302.794-83,1997-11-26T09:40:54.616456,Sophia Silva,,Feminino,2024-02-04T04:52:23.514040
Fernando Nascimento,096.538.142-06,1984-03-25T06:32:51.051295,Isabel Teixeira,,Masculino,2024-07-30T14:44:21.754890
Hadassa Mendes,074.832.596-47,1982-09-30T14:21:55.490010,Hadassa Marques,,Feminino,2025-02-15T20:16:23.096121
Emanuella Costa,163.298.457-19,1949-10-25T22:51:39.890374,Ana Clara Novais,,Feminino,2024-07-13T18:06:20.689369
Paulo Camargo,754.362.980-10,1976-04-24T20:07:45.393600,Daniela Aragão,,Masculino,2025-02-11T02:36:16.719851
Daniel da Luz,246.170.589-58,1978-01-21T20:24:37.182631,Maria Fernanda Pastor,,Masculino,2025-06-04T05:54:59.304516
Yuri Garcia,764.581.930-84,1957-07-11T06:27:24.542865,Milena Monteiro,,Masculino,2024-08-24T00:15:35.926699
Yasmin Rodrigues,691.038.745-75,1996-07-21T09:16:15.774975,Ana Liz Abreu,,Desconhecido,2024-08-19T05:35:36.329572
Maya Moraes,783.169.042-50,1968-08-19T14:58:14.328440,Luísa Teixeira,,Desconhecido,2024-05-04T05:56:23.047471
Emanuel Garcia,203.856.917-77,1996-01-03T03:00:19.164244,Laís Pereira,,Masculino,2023-11-26T18:00:27.778095
Esther da Mota,026.475.189-20,1958-08-10T04:45:21.381970,Luna da Cruz,,Feminino,2024-09-01T02:34:26.839185
Hadassa Sousa,357.690.482-47,1974-02-03T12:38:30.644846,Maria Julia da Cunha,,Feminino,2024-07-27T05:29:13.148277
Antony Sales,305.642.971-43,2001-07-07T17:06:13.366823,Maria Vitória Pimenta,,Masculino,2024-06-14T20:09:29.970013
Ana Laura Cassiano,943.182.657-73,1972-12-04T08:07:43.181279,Bárbara Pacheco,,Desconhecido,2025-08-18T22:09:20.129808
Sara Martins,485.719.360-48,1995-02-24T14:35:29.873563,Milena Mendes,,Desconhecido,2024-10-25T02:41:18.562479
Mariana Melo,704.512.683-26,1952-01-08T23:51:46.668725,Carolina Rodrigues,,Feminino,2024-07-08T10:22:26.650892
Helena Correia,413.069.758-75,1984-02-29T15:37:23.441406,Fernanda Pires,,Feminino,2023-11-08T01:52:29.603891
Renan Cavalcante,642.579.813-00,1964-01-21T22:44:31.014437,Ana Beatriz Pires,,Desconhecido,2024-03-12T13:49:26.192436
Lorena Machado,029.364.715-16,1975-01-27T10:16:02.660498,Ana Liz Camargo,,Feminino,2025-10-04T14:56:27.835370
João Miguel Montenegro,762.459.301-70,1967-04-08T02:33:59.360638,Luiza Cardoso,,Masculino,2025-08-10T15:47:56.483401
Letícia Aragão,530.624.178-62,1965-11-04T18:03:10.677790,Ester Sampaio,,Feminino,2024-07-16T02:56:30.940645
Davi Lucas Sousa,697.183.025-30,1953-11-04T22:54:14.218388,Olivia Albuquerque,,Desconhecido,2024-06-15T09:04:54.879753
Ian Santos,786.142.059-02,1963-04-20T09:52:58.233032,Sabrina da Conceição,,Masculino,2025-03-04T05:00:38.983233
Melina da Rosa,710.963.254-70,1990-01-16T13:55:06.765906,Brenda Guerra,,Desconhecido,2025-09-12T19:05:58.514075
Maria Laura da Mota,641.579.083-84,2004-05-24T19:55:39.590084,Maria Luísa Machado,,Desconhecido,2024-03-11T17:35:09.647387
Pietra Barros,375.201.468-71,1981-08-24T13:01:47.562074,Rebeca Sousa,,Feminino,2025-03-19T14:09:39.712584
Davi Moura,976.258.034-65,1977-04-07T15:06:53.461790,Valentina Nogueira,,Masculino,2024-07-19T08:51:11.640347
Alice Vieira,685.491.072-20,1959-08-07T18:55:32.693752,Lara Nunes,,Feminino,2024-12-09T10:18:31.204387
Danilo Montenegro,125.097.483-60,1975-08-29T12:47:18.593045,Antonella Fonseca,,Masculino,2024-02-15T06:19:05.627695
Rebeca Almeida,087.139.524-04,1974-01-12T01:30:37.448314,Eloá Oliveira,,Desconhecido,2024-10-25T23:23:04.284836
Eloah Ribeiro,863.057.942-00,1951-04-17T14:01:15.947978,Nicole Cavalcante,,Feminino,2025-07-26T07:02:51.000601
Samuel Lopes,850.962.173-02,1976-12-24T05:54:03.807595,Ana Clara Viana,,Masculino,2025-08-03T00:48:56.330620
Maria Cecília Martins,814.903.275-41,1963-09-29T02:45:26.346262,Ana Clara Jesus,,Feminino,2024-10-23T08:42:54.764255
Alana Ribeiro,534.698.210-89,1991-10-03T13:59:35.988882,Maria Júlia da Costa,,Feminino,2025-04-18T20:12:00.744123
José Miguel Dias,782.601.543-07,1949-11-01T08:41:39.955860,Mariah Siqueira,,Masculino,2024-06-15T11:40:37.236850
Gabriel Machado,036.219.578-12,1985-02-18T19:15:34.733388,Rafaela Camargo,,Masculino,2025-01-18T06:32:53.913387
Mirella Pires,106.523.794-43,1965-08-18T07:49:39.994591,Daniela Casa Grande,,Feminino,2024-08-10T02:29:20.483719
Yuri Caldeira,216.730.859-03,1968-06-05T12:06:01.701293,Maria Clara Cassiano,,Masculino,2025-10-22T07:10:54.962328
Rafael da Paz,173.952.846-82,1992-07-31T00:04:24.645720,Luísa da Rocha,,Desconhecido,2025-06-26T13:03:13.372575
Rhavi Garcia,534.107.926-43,1977-07-26T08:39:19.409015,Bruna Souza,,Desconhecido,2024-11-19T01:23:27.246899
Lunna da Rocha,640.128.379-31,1947-09-19T23:05:18.573397,Aylla Lima,,Feminino,2025-08-08T13:38:48.229565
Maria Liz Rios,926.350.718-02,1987-06-15T03:56:46.014241,Heloísa Viana,,Feminino,2025-06-13T13:08:00.638614
Maria Eduarda da Rosa,739.418.560-57,2004-01-19T14:00:58.002309,Clarice Aparecida,,Feminino,2023-12-31T01:29:03.586034
Renan Castro,076.184.359-01,1978-07-16T16:31:38.854608,Maria Helena Carvalho,,Masculino,2024-03-04T06:51:22.322835
Cecilia Silva,831.946.502-89,1949-04-24T12:07:00.939357,Vitória Camargo,,Feminino,2025-07-21T19:50:36.831030
Breno Lima,680.275.491-67,1962-02-25T09:04:21.553661,Júlia Farias,,Desconhecido,2024-11-13T03:28:07.223974
Cauã Garcia,298.071.563-86,1949-12-19T02:19:04.458236,Natália Cirino,,Masculino,2025-01-03T05:43:26.187762
Maysa da Cruz,895.026.471-49,1968-04-25T13:40:53.309427,Isadora Borges,,Desconhecido,2023-12-01T23:07:39.767795
Sabrina Leão,237.106.945-07,1996-08-18T08:41:10.563557,Ana Vitória Montenegro,,Feminino,2024-12-28T07:02:44.217106
Otávio Jesus,673.284.059-29,2003-11-07T10:34:11.707997,Anna Liz Barros,,Masculino,2024-07-01T13:27:02.295837
Maria Flor Cassiano,197.426.358-46,1966-02-10T22:35:16.295589,Maysa Cassiano,,Desconhecido,2024-07-17T05:27:29.975348
Ravy da Mota,384.157.602-80,2000-07-31T10:56:51.397130,Stephany Jesus,,Masculino,2024-09-19T16:40:17.971320
Marcela Novaes,845.379.210-05,1985-11-29T15:39:27.737736,Amanda Novais,,Desconhecido,2024-05-21T16:51:36.271869
Enzo Gabriel Souza,173.608.945-57,1999-12-03T19:57:28.502872,Gabriela Cavalcanti,,Masculino,2025-02-21T22:47:53.207978
Enrico Alves,540.162.387-90,1960-08-27T01:53:47.615066,Laura Andrade,,Masculino,2025-07-22T11:23:19.022327
Caio Sales,834.012.596-60,1991-03-28T17:15:53.164130,Sarah Marques,,Masculino,2024-04-08T05:36:47.157068
Calebe Andrade,043.712.695-16,1983-08-19T15:37:41.880859,Maria Luiza Gonçalves,,Desconhecido,2025-03-09T23:16:56.604909
Diogo Pacheco,536.194.827-64,1955-03-08T09:03:41.558098,Allana Gonçalves,,Masculino,2024-03-06T19:59:48.488393
